assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
63,33,68,0.0,7,82,46,Robertson,1,20,8480027,37,109,1.32926,L,13,41,20222023,0,0,0.14696,L,313,Jason Robertson,DAL,1130.3292
69,26,72,0.44827,6,79,40,Tkachuk,0,123,8479314,29,109,1.37974,L,14,36,20222023,0,1,0.12422,L,322,Matthew Tkachuk,FLA,1226.1518
61,33,77,0.55555,5,81,47,Kaprizov,2,34,8478864,27,108,1.33333,L,14,31,20212022,0,0,0.16262,L,289,Kirill Kaprizov,MIN,1146.4691
38,51,77,0.53449,8,81,69,Matthews,3,20,8479318,31,107,1.32098,C,18,29,20232024,0,1,0.18699,L,369,Auston Matthews,TOR,1257.9876
46,44,77,0.56224,10,73,60,Matthews,2,18,8479318,20,106,1.45205,C,16,29,20212022,0,0,0.17241,L,348,Auston Matthews,TOR,1236.5479
64,26,70,0.51029,11,81,42,Stamkos,3,36,8474564,24,106,1.30864,C,16,36,20212022,0,0,0.17427,R,241,Steven Stamkos,TBL,1108.9876
65,20,65,0.56926,7,81,41,Draisaitl,2,76,8477934,26,106,1.30864,C,21,39,20232024,0,2,0.18894,L,217,Leon Draisaitl,EDM,1241.7283
50,42,68,0.49006,9,82,55,Rantanen,3,82,8478420,15,105,1.28048,R,13,37,20222023,0,0,0.17973,L,306,Mikko Rantanen,COL,1333.4512
77,20,71,0.49186,5,71,28,MacKinnon,1,33,8477492,25,105,1.47887,C,8,34,20242025,0,0,0.09688,R,289,Nathan MacKinnon,COL,1367.1267
62,28,64,0.53816,9,80,42,Rantanen,0,50,8478420,19,104,1.3,R,14,40,20232024,0,0,0.15498,L,271,Mikko Rantanen,COL,1374.3375
62,30,75,0.46511,6,82,42,Tkachuk,0,68,8479314,57,104,1.26829,L,12,29,20212022,0,0,0.166,L,253,Matthew Tkachuk,CGY,1073.9634
67,21,47,0.45161,3,82,37,Nugent-Hopkins,0,35,8476454,12,104,1.26829,C,15,53,20222023,1,4,0.18407,L,201,Ryan Nugent-Hopkins,EDM,1188.0731
66,25,61,0.56331,9,81,37,Miller,2,58,8476468,32,103,1.2716,C,10,40,20232024,2,2,0.19072,L,194,J.T. Miller,VAN,1169.395
63,28,68,0.44332,6,80,39,Pettersson,3,14,8480012,16,102,1.275,C,6,25,20222023,5,9,0.15175,L,257,Elias Pettersson,VAN,1233.2875
52,34,70,0.5426,10,68,49,Draisaitl,5,34,8477934,30,101,1.48529,C,15,31,20242025,0,0,0.21397,L,229,Leon Draisaitl,EDM,1298.9852
76,20,74,0.0,4,82,25,Karlsson,2,36,8474578,-26,101,1.2317,D,5,27,20222023,0,0,0.11961,R,209,Erik Karlsson,SJS,1536.9024
56,34,68,0.35344,6,78,43,Hughes,1,6,8481559,10,99,1.26923,C,9,31,20222023,0,0,0.12797,L,336,Jack Hughes,NJD,1197.9615
67,24,59,0.54095,6,80,32,Miller,3,47,8476468,15,99,1.2375,C,8,38,20212022,0,2,0.15533,L,206,J.T. Miller,VAN,1264.6125
69,17,58,0.0,4,80,30,Marner,2,28,8478483,18,99,1.2375,R,9,36,20222023,4,5,0.15306,R,196,Mitch Marner,TOR,1276.575
58,26,59,0.47058,7,82,40,Nylander,2,24,8477939,1,98,1.19512,R,11,35,20232024,3,4,0.12658,R,316,William Nylander,TOR,1194.817
68,24,60,0.5,9,66,30,Kucherov,1,41,8476453,12,98,1.48484,R,6,38,20242025,0,0,0.13333,L,225,Nikita Kucherov,TBL,1287.0
62,26,68,0.55555,5,72,35,Marner,1,16,8478483,23,97,1.34722,R,6,25,20212022,3,4,0.15625,R,224,Mitch Marner,TOR,1252.9722
50,27,55,0.0,8,75,46,Kaprizov,2,36,8478864,11,96,1.28,L,19,41,20232024,0,0,0.16606,L,277,Kirill Kaprizov,MIN,1294.6133
73,12,59,,2,80,23,Josi,0,46,8474600,13,96,1.2,D,11,37,20212022,0,0,0.08185,L,281,Roman Josi,NSH,1533.2625
74,17,59,0.5,5,75,22,Panarin,1,18,8478550,21,96,1.28,L,5,37,20212022,0,0,0.12429,R,177,Artemi Panarin,NYR,1152.8933
44,31,65,0.50729,9,82,51,Point,1,7,8478010,2,95,1.15853,C,20,30,20222023,0,0,0.21702,R,235,Brayden Point,TBL,1180.1829
37,25,55,0.4415,11,82,57,Reinhart,3,31,8477933,29,94,1.14634,C,27,34,20232024,5,5,0.24463,R,233,Sam Reinhart,FLA,1217.9878
46,35,62,0.5,11,82,48,Forsberg,3,43,8476887,16,94,1.14634,L,13,32,20232024,0,0,0.13832,R,347,Filip Forsberg,NSH,1134.3292
47,26,59,0.4305,7,78,47,Thompson,1,39,8479420,4,94,1.20512,C,20,34,20222023,1,1,0.15932,R,295,Tage Thompson,BUF,1115.4102
52,32,71,0.58226,3,82,42,Crosby,0,40,8471675,7,94,1.14634,C,10,23,20232024,0,0,0.15107,L,278,Sidney Crosby,PIT,1205.2073
46,36,62,0.14285,9,79,47,Connor,1,4,8478398,-3,93,1.17721,L,8,28,20212022,3,3,0.14826,L,317,Kyle Connor,WPG,1306.5063
60,24,66,0.52979,9,82,33,Crosby,1,52,8471675,8,93,1.13414,C,9,27,20222023,0,0,0.12941,L,255,Sidney Crosby,PIT,1208.6097
56,20,57,0.46327,2,75,36,Rantanen,0,56,8478420,35,92,1.22666,R,16,35,20212022,0,0,0.14173,L,254,Mikko Rantanen,COL,1259.0933
63,20,56,0.31578,4,82,29,Panarin,1,36,8478550,4,92,1.12195,L,9,36,20222023,0,0,0.14215,R,204,Artemi Panarin,NYR,1176.4634
66,17,61,0.5,2,78,26,Kane,0,18,8474141,-19,92,1.17948,R,9,31,20212022,0,0,0.09059,L,287,Patrick Kane,CHI,1309.3974
75,12,54,,2,82,17,Hughes,1,38,8480800,38,92,1.12195,D,5,38,20232024,0,0,0.08542,L,199,Quinn Hughes,VAN,1481.0975
52,18,50,0.49499,5,82,39,Zibanejad,0,20,8476459,25,91,1.10975,C,20,39,20222023,1,2,0.15537,R,251,Mika Zibanejad,NYR,1197.7317
40,33,60,0.30769,5,77,50,Ovechkin,0,18,8471214,8,90,1.16883,L,16,29,20212022,1,1,0.1497,R,334,Alex Ovechkin,WSH,1234.3116
44,31,58,0.45652,12,81,46,Point,0,14,8478010,-16,90,1.11111,C,15,32,20232024,0,0,0.20264,R,227,Brayden Point,TBL,1202.3456
51,26,59,0.41563,3,78,39,Stützle,1,54,8482116,-3,90,1.15384,C,10,28,20222023,3,3,0.17105,L,228,Tim Stützle,OTT,1275.8974
64,17,61,0.48351,3,63,26,McDavid,0,31,8478402,11,90,1.42857,C,9,29,20242025,0,0,0.13903,L,187,Connor McDavid,EDM,1328.0476
69,13,47,,1,77,21,Makar,0,16,8480069,15,90,1.16883,D,7,39,20232024,1,4,0.0909,R,231,Cale Makar,COL,1486.1818
53,24,55,0.54123,10,78,36,Aho,2,36,8478427,34,89,1.14102,C,11,32,20232024,1,2,0.16666,L,216,Sebastian Aho,CAR,1177.6538
55,21,56,0.50813,10,82,34,Pettersson,2,12,8480012,20,89,1.08536,C,13,31,20232024,0,2,0.16425,L,207,Elias Pettersson,VAN,1179.0243
49,23,57,0.56948,5,67,39,Barkov,2,18,8477493,36,88,1.31343,C,12,26,20212022,4,5,0.18224,L,214,Aleksander Barkov,FLA,1218.194
56,25,61,0.45379,5,65,32,MacKinnon,1,42,8477492,22,88,1.35384,C,7,27,20212022,0,0,0.10702,R,299,Nathan MacKinnon,COL,1263.6615
62,19,55,0.33333,2,80,26,Tkachuk,0,88,8479314,19,88,1.1,L,6,32,20232024,1,1,0.09285,L,280,Matthew Tkachuk,FLA,1118.4
47,31,59,0.42372,5,82,40,Nylander,3,28,8477939,10,87,1.06097,R,9,28,20222023,0,0,0.13651,R,293,William Nylander,TOR,1112.5243
59,20,58,0.49702,6,71,28,Kadri,0,71,8475172,13,87,1.22535,C,8,29,20212022,0,0,0.11336,L,247,Nazem Kadri,COL,1154.338
64,18,52,0.45631,3,69,23,Eichel,0,6,8478403,30,87,1.26086,C,4,33,20242025,1,2,0.109,R,211,Jack Eichel,VGK,1242.7536
43,27,57,0.5409,6,78,43,Duchene,3,38,8475168,6,86,1.10256,C,16,29,20212022,0,0,0.18859,L,228,Matt Duchene,NSH,1140.8205
49,26,56,0.125,8,71,37,Connor,2,25,8478398,13,86,1.21126,L,9,28,20242025,2,2,0.15744,L,235,Kyle Connor,WPG,1224.7746
49,30,65,0.3492,4,82,37,Keller,2,49,8479343,-2,86,1.04878,R,6,20,20222023,1,1,0.16591,L,223,Clayton Keller,ARI,1245.0121
58,19,52,,6,77,28,Makar,3,26,8480069,48,86,1.11688,D,9,34,20212022,0,0,0.11666,R,240,Cale Makar,COL,1540.0779
60,17,56,0.53123,3,82,26,Thomas,0,48,8480023,9,86,1.04878,C,8,27,20232024,1,3,0.15294,R,170,Robert Thomas,STL,1257.9878
45,27,57,0.5243,8,74,40,Matthews,0,20,8479318,31,85,1.14864,C,13,28,20222023,0,0,0.12232,L,327,Auston Matthews,TOR,1216.7027
52,27,67,0.26666,7,82,33,Fiala,1,52,8477942,23,85,1.03658,L,5,17,20212022,1,1,0.12595,L,262,Kevin Fiala,MIN,1058.8292
59,17,57,0.25,2,69,26,Marner,0,18,8478483,21,85,1.23188,R,8,27,20232024,1,1,0.16455,R,158,Mitch Marner,TOR,1276.5942
62,14,51,,5,82,23,Josi,2,45,8474600,12,85,1.03658,D,9,33,20232024,0,1,0.08582,L,268,Roman Josi,NSH,1477.8658
63,15,52,0.34615,6,69,22,Marner,2,14,8478483,6,85,1.23188,R,6,31,20242025,1,2,0.14666,R,150,Mitch Marner,TOR,1285.1884
65,14,47,,6,82,20,Hedman,1,36,8475167,26,85,1.03658,D,6,38,20212022,0,0,0.09132,L,219,Victor Hedman,TBL,1504.5365
42,32,57,1.0,8,69,42,Forsberg,1,22,8476887,12,84,1.21739,L,10,27,20212022,0,0,0.18584,R,226,Filip Forsberg,NSH,1085.8695
44,33,62,0.52,7,76,40,Guentzel,1,44,8477404,13,84,1.10526,C,7,22,20212022,0,0,0.15151,L,264,Jake Guentzel,PIT,1205.8421
50,20,49,0.53813,6,81,34,Stamkos,2,46,8474564,-5,84,1.03703,C,14,35,20222023,0,0,0.14166,R,240,Steven Stamkos,TBL,1141.2469
50,27,65,0.375,4,72,34,Pastrnak,3,36,8477956,-4,84,1.16666,R,7,19,20242025,0,0,0.11643,R,292,David Pastrnak,BOS,1221.5138
53,23,54,0.52413,9,69,31,Crosby,1,32,8471675,19,84,1.21739,C,8,30,20212022,0,0,0.14903,L,208,Sidney Crosby,PIT,1198.4637
47,21,57,0.5,3,79,36,Hyman,0,39,8475786,13,83,1.05063,L,15,26,20222023,0,0,0.13043,R,276,Zach Hyman,EDM,1209.0379
48,24,54,0.48366,6,82,35,Tkachuk,2,126,8480801,-10,83,1.01219,L,11,29,20222023,0,0,0.10086,L,347,Brady Tkachuk,OTT,1117.9268
56,16,47,0.49299,3,82,27,Malkin,0,82,8471215,-12,83,1.01219,C,11,36,20222023,0,0,0.1125,L,240,Evgeni Malkin,PIT,1114.8292
56,20,55,0.36363,7,82,27,Bratt,0,12,8479407,-6,83,1.01219,L,7,27,20232024,0,1,0.10887,L,248,Jesper Bratt,NJD,1158.439
40,31,61,0.52889,9,82,42,Lindholm,2,22,8477496,61,82,1.0,C,10,19,20212022,1,2,0.17872,R,235,Elias Lindholm,CGY,1196.6951
47,27,61,0.47333,3,79,35,Skinner,1,39,8475784,15,82,1.03797,L,8,21,20222023,0,0,0.14462,L,242,Jeff Skinner,BUF,1043.8354
48,29,59,0.36363,9,75,34,Tarasenko,0,32,8475765,7,82,1.09333,R,5,22,20212022,0,1,0.14782,L,230,Vladimir Tarasenko,STL,1014.68
49,17,49,0.48467,6,78,33,Reinhart,0,13,8477933,25,82,1.05128,C,16,31,20212022,0,2,0.17741,R,186,Sam Reinhart,FLA,1065.5256
50,16,43,0.54966,3,81,32,Miller,1,60,8476468,-7,82,1.01234,C,11,30,20222023,5,9,0.14349,L,223,J.T. Miller,VAN,1240.7777
62,15,48,0.0,2,72,20,Bratt,0,16,8479407,7,82,1.13888,L,4,32,20242025,1,2,0.125,L,160,Jesper Bratt,NJD,1133.7361
64,10,47,,7,81,18,Bouchard,2,32,8480803,34,82,1.01234,D,8,35,20232024,0,0,0.08181,R,220,Evan Bouchard,EDM,1379.8271
41,21,42,0.56043,6,79,40,Stamkos,0,34,8474564,-21,81,1.02531,C,19,39,20232024,0,0,0.15267,R,262,Steven Stamkos,TBL,1093.7088
44,23,50,0.52407,9,79,37,Aho,2,38,8478427,18,81,1.02531,C,13,28,20212022,1,3,0.16742,L,221,Sebastian Aho,CAR,1137.2278
52,13,48,0.52316,3,81,29,Zibanejad,0,12,8476459,30,81,1.0,C,15,28,20212022,1,5,0.13242,R,219,Mika Zibanejad,NYR,1178.3703
54,15,56,0.52463,2,82,27,Pavelski,0,14,8470794,11,81,0.9878,C,12,25,20212022,0,0,0.125,R,216,Joe Pavelski,DAL,1108.439
55,13,45,,4,71,26,Makar,1,14,8480069,24,81,1.14084,D,11,33,20242025,2,3,0.11872,R,219,Cale Makar,COL,1538.8591
44,18,41,0.58313,9,80,36,Tavares,1,34,8475166,-7,80,1.0,C,18,39,20222023,0,0,0.12996,L,277,John Tavares,TOR,1059.3875
46,21,49,0.52307,7,81,34,Nylander,2,16,8477939,-9,80,0.98765,R,13,31,20212022,0,0,0.13281,R,256,William Nylander,TOR,1096.3333
48,23,51,0.34146,6,70,32,Marchand,1,97,8473419,16,80,1.14285,L,7,27,20212022,2,2,0.13223,L,242,Brad Marchand,BOS,1154.9
49,23,51,0.28571,8,82,31,Connor,2,20,8478398,-11,80,0.9756,L,8,29,20222023,0,0,0.11355,L,273,Kyle Connor,WPG,1231.756
49,21,57,0.53869,9,81,31,Hischier,2,10,8480002,33,80,0.98765,C,7,19,20222023,3,4,0.12109,L,256,Nico Hischier,NJD,1157.358
51,20,52,,4,82,29,Robertson,0,22,8480027,19,80,0.9756,L,9,28,20232024,0,0,0.12554,L,231,Jason Robertson,DAL,1099.4878
57,18,49,0.57272,4,73,23,Barkov,0,24,8477493,33,80,1.09589,C,5,29,20232024,0,2,0.11917,L,193,Aleksander Barkov,FLA,1178.2054
57,18,55,0.42982,4,80,23,Barzal,2,34,8478445,-4,80,1.0,C,5,25,20232024,0,0,0.09583,R,240,Mathew Barzal,NYI,1207.95
38,28,58,,11,74,41,Robertson,2,22,8480027,16,79,1.06756,L,13,21,20212022,0,0,0.18636,L,220,Jason Robertson,DAL,1086.6486
43,27,58,0.42666,9,74,36,Tuch,1,20,8477949,14,79,1.06756,R,8,20,20222023,1,1,0.16513,R,218,Alex Tuch,BUF,1149.2432
44,28,54,0.58312,6,82,35,Giroux,1,34,8473512,4,79,0.96341,R,7,24,20222023,0,1,0.16355,R,214,Claude Giroux,OTT,1127.756
47,15,47,0.54391,5,80,32,Larkin,0,45,8477946,-7,79,0.9875,C,16,31,20222023,1,1,0.13114,L,244,Dylan Larkin,DET,1173.3375
55,17,51,0.38181,2,70,24,Zuccarello,0,24,8475692,21,79,1.12857,R,7,28,20212022,0,0,0.15094,L,159,Mats Zuccarello,MIN,1115.3571
37,27,50,0.375,6,82,41,DeBrincat,4,19,8479337,-13,78,0.95121,R,14,28,20212022,0,0,0.15185,R,270,Alex DeBrincat,CHI,1251.378
45,18,45,0.60115,4,82,33,Benn,0,34,8473994,23,78,0.95121,L,13,30,20222023,2,3,0.17368,L,190,Jamie Benn,DAL,947.0121
53,17,57,0.56655,6,70,25,Crosby,3,25,8471675,-20,78,1.11428,C,8,21,20242025,0,0,0.12886,L,194,Sidney Crosby,PIT,1221.3714
54,13,46,0.43481,4,79,24,Kuznetsov,0,44,8475744,7,78,0.98734,C,8,27,20212022,3,5,0.11538,L,208,Evgeny Kuznetsov,WSH,1216.8227
54,17,46,0.31034,4,70,24,Keller,1,24,8479343,-8,78,1.11428,R,7,32,20242025,0,0,0.12765,L,188,Clayton Keller,UTA,1156.1428
55,14,46,0.54879,6,68,23,Barkov,0,8,8477493,10,78,1.14705,C,8,30,20222023,1,2,0.11057,L,208,Aleksander Barkov,FLA,1273.4558
23,39,57,0.4375,7,80,54,Hyman,1,48,8475786,36,77,0.9625,L,15,20,20232024,0,0,0.1862,R,290,Zach Hyman,EDM,1170.025
25,23,39,0.48905,11,81,52,Kreider,0,24,8475184,19,77,0.95061,L,26,35,20212022,3,3,0.20155,L,258,Chris Kreider,NYR,1123.8024
37,25,51,0.33333,9,72,40,Pastrnak,1,20,8477956,13,77,1.06944,R,15,26,20212022,0,0,0.1282,R,312,David Pastrnak,BOS,1116.4583
42,25,54,0.49313,9,71,35,Scheifele,2,57,8476460,10,77,1.0845,C,10,23,20242025,0,0,0.23178,R,151,Mark Scheifele,WPG,1226.6478
44,21,46,0.52555,1,82,33,Suzuki,1,36,8480018,-14,77,0.93902,C,12,31,20232024,0,0,0.17837,R,185,Nick Suzuki,MTL,1275.8414
45,29,61,0.34782,4,70,32,Hagel,0,50,8479542,26,77,1.1,L,0,9,20242025,3,7,0.15763,L,203,Brandon Hagel,TBL,1262.7285
47,25,55,0.26086,2,67,30,Guentzel,0,22,8477404,25,77,1.14925,C,5,22,20232024,0,0,0.12605,L,238,Jake Guentzel,"PIT,CAR",1201.2388
49,15,49,0.5341,2,82,28,Pavelski,0,8,8470794,42,77,0.93902,C,13,27,20222023,0,1,0.15217,R,184,Joe Pavelski,DAL,1063.3658
52,13,52,0.58733,5,82,25,Trocheck,1,55,8476389,16,77,0.93902,C,11,24,20232024,1,1,0.11627,R,215,Vincent Trocheck,NYR,1287.2804
57,15,60,0.49866,6,72,20,Thomas,1,16,8480023,17,77,1.06944,C,3,14,20212022,2,3,0.17391,R,115,Robert Thomas,STL,1126.4027
41,23,58,0.48648,8,77,35,Meier,1,54,8478414,-3,76,0.98701,R,12,18,20212022,0,0,0.10736,L,326,Timo Meier,SJS,1149.3636
43,24,46,0.46153,4,78,33,Keller,0,32,8479343,-20,76,0.97435,R,9,30,20232024,0,0,0.14473,L,228,Clayton Keller,ARI,1154.7435
46,20,53,0.33333,3,73,30,Buchnevich,1,34,8477402,29,76,1.04109,L,8,19,20212022,2,4,0.15075,L,199,Pavel Buchnevich,STL,1098.0136
49,17,50,0.60581,3,79,27,Tavares,0,32,8475166,-8,76,0.96202,C,10,26,20212022,0,0,0.11392,L,237,John Tavares,TOR,1084.443
60,14,48,,6,78,16,Morrissey,2,41,8477504,2,76,0.97435,D,2,28,20222023,0,0,0.09302,L,172,Josh Morrissey,WPG,1453.8717
63,9,45,,2,78,13,Hedman,0,76,8475167,18,76,0.97435,D,4,31,20232024,0,0,0.07738,L,168,Victor Hedman,TBL,1488.2564
69,5,41,,0,78,7,Hughes,0,34,8480800,15,76,0.97435,D,2,34,20222023,0,1,0.04545,L,154,Quinn Hughes,VAN,1539.6666
33,28,50,0.44444,3,73,42,Ovechkin,1,48,8471214,-16,75,1.02739,L,14,25,20222023,0,0,0.14285,R,294,Alex Ovechkin,WSH,1212.2465
35,23,43,0.4,6,67,40,Kaprizov,2,45,8478864,4,75,1.1194,L,17,32,20222023,0,0,0.15325,L,261,Kirill Kaprizov,MIN,1266.7611
36,19,41,0.36458,7,82,39,Kreider,1,26,8475184,19,75,0.91463,L,18,29,20232024,2,5,0.15853,L,246,Chris Kreider,NYR,1127.0121
38,25,51,0.51983,5,73,37,Hintz,0,30,8478449,31,75,1.02739,C,9,21,20222023,3,3,0.20108,L,184,Roope Hintz,DAL,1053.4657
39,30,58,0.47251,8,82,36,Nelson,1,24,8475754,13,75,0.91463,C,6,17,20222023,0,0,0.16216,L,222,Brock Nelson,NYI,1106.1219
40,19,41,0.41473,4,71,35,Reinhart,0,27,8477933,8,75,1.05633,C,11,28,20242025,5,6,0.18229,R,192,Sam Reinhart,FLA,1233.6197
44,23,53,0.0,2,69,31,Panarin,0,16,8478550,-4,75,1.08695,L,8,22,20242025,0,0,0.15121,R,205,Artemi Panarin,NYR,1186.913
46,19,53,0.48925,4,82,29,Kadri,2,43,8475172,0,75,0.91463,C,10,22,20232024,0,0,0.10469,L,277,Nazem Kadri,CGY,1105.5487
46,19,52,0.52653,6,70,29,Rantanen,0,44,8478420,8,75,1.07142,R,10,23,20242025,0,0,0.15025,L,193,Mikko Rantanen,"COL,CAR,DAL",1295.7714
47,20,44,0.23076,4,77,28,Kempe,1,72,8477960,13,75,0.97402,R,5,27,20232024,3,4,0.11382,L,246,Adrian Kempe,LAK,1136.0389
48,22,55,0.4,4,74,27,Kyrou,0,20,8479385,10,75,1.01351,C,5,19,20212022,0,1,0.14361,R,188,Jordan Kyrou,STL,994.5405
49,24,66,0.40983,3,82,26,Hagel,1,79,8479542,1,75,0.91463,L,2,7,20232024,0,2,0.1413,L,184,Brandon Hagel,TBL,1155.3536
51,13,43,0.38461,8,71,24,Necas,0,14,8480039,9,75,1.05633,C,11,32,20242025,0,0,0.13259,R,181,Martin Necas,"CAR,COL",1138.2394
52,17,49,0.38461,4,81,23,Nyquist,0,8,8474679,7,75,0.92592,R,5,24,20232024,1,2,0.15032,L,153,Gustav Nyquist,NSH,1064.5432
35,25,55,0.0,4,81,39,Kuzmenko,2,8,8483808,9,74,0.91358,L,14,19,20222023,0,0,0.27272,R,143,Andrei Kuzmenko,VAN,974.5061
37,25,52,0.52631,2,81,37,Tkachuk,1,134,8480801,1,74,0.91358,L,12,22,20232024,0,0,0.10364,L,357,Brady Tkachuk,OTT,1148.5308
46,21,53,0.55907,4,82,28,Kopitar,0,4,8471685,20,74,0.90243,C,7,20,20222023,0,1,0.16568,L,169,Anze Kopitar,LAK,1218.1341
47,18,43,0.37223,4,62,27,Hughes,2,12,8481559,-12,74,1.19354,C,9,31,20232024,0,0,0.09854,L,274,Jack Hughes,NJD,1258.4354
52,14,46,,7,82,22,Hamilton,2,50,8476462,23,74,0.90243,D,8,28,20222023,0,0,0.08,R,275,Dougie Hamilton,NJD,1306.4634
53,18,50,,4,80,21,Gaudreau,3,22,8476346,-33,74,0.925,L,3,24,20222023,0,0,0.09545,L,220,Johnny Gaudreau,CBJ,1165.0875
63,10,39,,2,78,11,Fox,1,26,8479323,18,74,0.94871,D,0,33,20212022,1,2,0.06962,R,158,Adam Fox,NYR,1434.423
31,35,60,0.4878,2,81,42,Verhaeghe,1,46,8477409,10,73,0.90123,C,7,13,20222023,0,0,0.15272,L,275,Carter Verhaeghe,FLA,1050.1234
33,24,48,0.52,4,81,40,Boeser,1,14,8478444,23,73,0.90123,R,16,25,20232024,0,0,0.19607,R,204,Brock Boeser,VAN,1116.1358
35,28,45,0.47517,8,70,38,Nylander,2,18,8477939,4,73,1.04285,R,10,28,20242025,0,0,0.16666,R,228,William Nylander,TOR,1187.0714
36,26,49,0.35714,5,79,37,Kyrou,1,22,8479385,-38,73,0.92405,C,11,23,20222023,0,1,0.13602,R,272,Jordan Kyrou,STL,1080.2151
37,25,50,0.5,6,78,36,Guentzel,1,46,8477404,2,73,0.93589,C,11,23,20222023,0,0,0.14754,L,244,Jake Guentzel,PIT,1206.9615
39,24,48,0.58333,4,82,34,Toffoli,2,28,8475726,16,73,0.89024,C,10,25,20222023,0,0,0.12686,R,268,Tyler Toffoli,CGY,996.6585
41,24,51,,3,82,32,Bratt,1,6,8479407,14,73,0.89024,L,8,22,20222023,0,0,0.15094,L,212,Jesper Bratt,NJD,1042.0487
44,18,43,0.26315,2,82,29,Fiala,1,62,8477942,1,73,0.89024,L,11,30,20232024,0,0,0.12888,L,225,Kevin Fiala,LAK,1082.1341
47,23,55,0.0,6,76,26,Bratt,0,16,8479407,0,73,0.96052,L,3,18,20212022,0,0,0.13197,L,197,Jesper Bratt,NJD,1045.8026
56,10,38,,5,72,17,Fox,1,36,8479323,21,73,1.01388,D,6,33,20232024,1,2,0.12408,R,137,Adam Fox,NYR,1406.6111
57,13,40,,5,80,16,Montour,2,107,8477986,9,73,0.9125,D,3,33,20222023,0,0,0.06611,R,242,Brandon Montour,FLA,1447.575
58,9,41,,2,78,15,Dahlin,0,92,8480839,12,73,0.93589,D,6,32,20222023,0,0,0.07352,L,204,Rasmus Dahlin,BUF,1547.7435
62,9,38,,2,79,11,Heiskanen,1,32,8480036,12,73,0.92405,D,2,34,20222023,0,1,0.05339,L,206,Miro Heiskanen,DAL,1529.4683
35,25,44,0.52967,7,80,37,Hintz,1,28,8478449,15,72,0.9,C,9,24,20212022,3,4,0.1737,L,213,Roope Hintz,DAL,1082.1625
38,26,51,0.44047,7,76,34,Verhaeghe,1,36,8477409,17,72,0.94736,C,8,21,20232024,0,0,0.13821,L,246,Carter Verhaeghe,FLA,1077.75
41,25,56,0.4,4,82,31,Raymond,3,30,8482078,-12,72,0.87804,L,6,16,20232024,0,0,0.19018,R,163,Lucas Raymond,DET,1065.1951
