assists,gamesPlayed,gamesStarted,fullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
0,55,55,Evgeni Nabokov,0,146,2.71473,Nabokov,28,,10,8460705,0,0.90647,1415.0,20022003,L,1561.0,3,SJS,8.0,193610,19
0,31,30,Sergei Bobrovsky,0,88,2.90674,Bobrovsky,8,2.0,0,8475683,0,0.90588,847.0,20202021,L,935.0,0,FLA,,108988,19
3,45,40,Kelly Hrudey,0,137,3.21566,Hrudey,15,,14,8448020,3,0.90571,1316.0,19851986,L,1453.0,1,NYI,8.0,153374,19
0,38,32,Patrick Lalime,0,79,2.3255,Lalime,14,,4,8459579,0,0.90527,755.0,19992000,L,834.0,3,OTT,3.0,122296,19
0,46,45,Jake Allen,0,121,2.82715,Allen,17,8.0,0,8474596,0,0.90524,1156.0,20182019,L,1277.0,3,STL,,154077,19
0,37,37,Mike Liut,0,91,2.52701,Liut,16,,0,8448865,0,0.90481,865.0,19891990,L,956.0,4,"HFD,WSH",1.0,129639,19
0,51,48,Tristan Jarry,1,133,2.91173,Jarry,25,5.0,4,8477465,1,0.90284,1236.0,20232024,L,1369.0,6,PIT,,164438,19
2,39,37,Mike Smith,0,106,2.94874,Smith,12,6.0,21,8469608,2,0.90248,981.0,20192020,L,1087.0,1,EDM,,129411,19
2,40,39,Martin Brodeur,0,89,2.44458,Brodeur,11,,2,8455710,2,0.90198,819.0,19941995,L,908.0,3,NJD,6.0,131065,19
1,35,34,Blaine Lacher,0,79,2.41221,Lacher,11,,4,8460318,1,0.90186,726.0,19941995,L,805.0,4,BOS,2.0,117900,19
2,47,42,Jocelyn Thibault,0,109,2.46609,Thibault,15,,0,8459432,2,0.90171,1000.0,19971998,L,1109.0,2,MTL,8.0,159118,19
3,43,43,Tom Barrasso,0,98,2.54959,Barrasso,16,,20,8445275,3,0.9013,895.0,19981999,R,993.0,4,PIT,3.0,138375,19
3,39,39,Martin Brodeur,0,96,2.50781,Brodeur,14,6.0,2,8455710,3,0.90113,875.0,20132014,L,971.0,3,NJD,,137809,19
0,46,44,Jean-Sebastien Giguere,0,127,3.09995,Giguere,18,6.0,4,8462044,0,0.90031,1147.0,20082009,L,1274.0,2,ANA,,147486,19
3,40,40,Ilya Bryzgalov,0,107,2.79403,Bryzgalov,17,3.0,0,8468524,3,0.89962,959.0,20122013,L,1066.0,1,PHI,,137865,19
0,45,41,Jamie Storr,0,114,2.73873,Storr,18,,4,8460497,0,0.8992,1017.0,20002001,L,1131.0,4,LAK,6.0,149850,19
2,47,45,Mark Fitzpatrick,0,150,3.39232,Fitzpatrick,19,,18,8446829,2,0.89782,1318.0,19891990,L,1468.0,3,NYI,5.0,159183,19
3,55,47,Bob Essensa,0,153,3.14818,Essensa,24,,6,8446719,3,0.89772,1343.0,19901991,L,1496.0,4,WIN,6.0,174958,19
1,61,59,Gerry Desjardins,0,189,3.24455,Desjardins,29,,6,8449868,1,0.89756,1656.0,19681969,L,1845.0,4,LAK,9.0,209705,19
4,46,41,Bob Sauve,0,159,3.59762,Sauve,19,,6,8451143,4,0.89378,1338.0,19861987,L,1497.0,1,CHI,5.0,159105,19
2,37,35,Brian Hayward,0,102,2.81774,Hayward,13,,2,8447701,2,0.89341,855.0,19861987,L,957.0,1,MTL,4.0,130317,19
0,30,29,Mike Vernon,0,76,2.52324,Vernon,6,,8,8452217,0,0.89295,634.0,19941995,L,710.0,1,DET,4.0,108432,19
2,43,38,Rick Tabaracci,0,117,2.93596,Tabaracci,16,,8,8451834,2,0.89236,970.0,19951996,L,1087.0,3,CGY,3.0,143462,19
3,51,50,Gilles Meloche,0,171,3.46854,Meloche,24,,18,8449550,3,0.88953,1377.0,19761977,R,1548.0,2,CLE,6.0,177481,19
2,47,44,John Vanbiesbrouck,0,154,3.37933,Vanbiesbrouck,19,,24,8452157,2,0.88684,1207.0,19891990,L,1361.0,1,NYR,7.0,164056,19
1,40,40,Rejean Lemelin,0,120,3.00946,Lemelin,15,,6,8448759,1,0.88657,938.0,19881989,L,1058.0,0,BOS,6.0,143547,19
0,48,44,Chris Terreri,0,151,3.39027,Terreri,21,,6,8451860,0,0.88595,1173.0,19921993,L,1324.0,2,NJD,3.0,160341,19
0,41,39,Samuel Ersson,0,112,2.99812,Ersson,14,5.0,2,8481035,0,0.88583,869.0,20242025,L,981.0,2,PHI,,134484,19
1,41,39,Kelly Hrudey,0,141,3.63082,Hrudey,17,,17,8448020,1,0.88573,1093.0,19841985,L,1234.0,2,NYI,3.0,139803,19
1,38,33,Bob Sauve,0,138,3.96172,Sauve,13,,27,8451143,1,0.88557,1068.0,19851986,L,1206.0,0,CHI,2.0,125400,19
2,36,32,Don Beaupre,0,120,3.58411,Beaupre,10,,10,8445381,2,0.88527,926.0,19821983,L,1046.0,0,MNS,5.0,120532,19
1,71,69,Gary Smith,0,256,3.86447,Smith,48,,6,8451528,1,0.88499,1970.0,19701971,L,2226.0,2,CGS,4.0,238480,19
0,33,28,Doug Keans,0,92,3.10551,Keans,8,,2,8448410,0,0.88339,697.0,19831984,L,789.0,2,BOS,3.0,106649,19
2,52,49,Jon Casey,0,165,3.40112,Casey,23,,26,8446011,2,0.88222,1236.0,19911992,L,1401.0,2,MNS,5.0,174648,19
1,49,44,Clint Malarchuk,0,154,3.35583,Malarchuk,19,,18,8449096,1,0.88024,1132.0,19881989,L,1286.0,2,"WSH,BUF",8.0,165205,19
3,50,44,Greg Stefan,0,152,3.52148,Stefan,22,,14,8451701,3,0.8752,1066.0,19831984,L,1218.0,2,DET,2.0,155389,19
0,35,31,Mario Gosselin,0,108,3.31189,Gosselin,10,,2,8447303,0,0.87427,751.0,19841985,L,859.0,1,QUE,3.0,117395,19
1,36,35,Michel Larocque,0,122,3.52083,Larocque,12,,2,8448700,1,0.87251,835.0,19801981,L,957.0,1,"MTL,TOR",5.0,124743,19
1,49,48,Greg Millen,0,188,3.88965,Millen,25,,0,8449627,1,0.87167,1277.0,19891990,R,1465.0,1,"STL,QUE,CHI",5.0,174000,19
5,52,49,Pat Riggin,0,207,4.24903,Riggin,19,,4,8450835,5,0.87086,1396.0,19811982,L,1603.0,2,CGY,11.0,175381,19
0,51,51,Pete Peeters,0,172,3.47369,Peeters,26,,20,8450343,0,0.8689,1140.0,19841985,L,1312.0,1,BOS,4.0,178254,19
1,44,44,Doug Soetaert,0,174,4.12466,Soetaert,19,,10,8451595,1,0.86867,1151.0,19821983,L,1325.0,0,WIN,6.0,151867,19
2,52,51,Tony Esposito,0,231,4.53306,Esposito,25,,0,8446720,2,0.86769,1515.0,19811982,R,1746.0,1,CHI,8.0,183452,19
1,46,44,Peter Sidorkiewicz,0,161,3.57398,Sidorkiewicz,19,,4,8451369,1,0.86572,1038.0,19891990,L,1199.0,1,HFD,7.0,162172,19
0,46,43,Pat Riggin,0,150,3.41333,Riggin,14,,6,8450835,0,0.86413,954.0,19851986,L,1104.0,1,"WSH,BOS",9.0,158203,19
2,64,63,Richard Brodeur,0,240,4.07924,Brodeur,32,,16,8445694,2,0.86054,1481.0,19851986,L,1721.0,2,VAN,8.0,211804,19
1,38,35,Rogie Vachon,0,132,3.66378,Vachon,11,,0,8452122,1,0.85867,802.0,19811982,L,934.0,1,BOS,6.0,129702,19
3,42,41,Rick Wamsley,0,144,3.71471,Wamsley,17,,6,8452287,3,0.85261,833.0,19831984,L,977.0,2,MTL,3.0,139553,19
0,24,24,Clint Benedict,0,64,2.66143,Benedict,5,,2,8449817,0,,,19191920,L,,5,SEN,0.0,86570,19
0,50,50,Paul Bibeault,0,191,3.8073,Bibeault,19,,0,8449823,0,,,19421943,L,,1,MTL,12.0,180600,19
0,48,48,Turk Broda,0,107,2.14715,Broda,20,,0,8449837,0,,,19381939,L,,8,TOR,9.0,179400,19
0,44,44,Lorne Chabot,0,79,1.73626,Chabot,16,,0,8449850,0,,,19271928,L,,11,NYR,9.0,163800,19
0,48,48,Wilf Cude,0,145,2.93918,Cude,23,,0,8449861,0,,,19341935,L,,1,MTL,6.0,177600,19
0,44,44,Dolly Dolson,0,63,1.37454,Dolson,16,,0,8449897,0,,,19281929,L,,10,DCG,9.0,165000,19
0,30,30,Jake Forbes,0,60,1.96333,Forbes,10,,2,8449918,0,,,19241925,L,,6,HAM,1.0,110017,19
0,54,54,Emile Francis,0,183,3.38888,Francis,30,,6,8449922,0,,,19471948,L,,1,CHI,5.0,194400,19
0,44,44,Hap Holmes,0,79,1.74275,Holmes,19,,0,8449997,0,,,19271928,L,,11,DCG,6.0,163190,19
0,48,48,Dave Kerr,0,122,2.39215,Kerr,18,,0,8450009,0,,,19331934,R,,6,MMR,11.0,183600,19
0,37,37,Dave Kerr,0,94,2.46571,Kerr,12,,0,8450009,0,,,19341935,R,,4,NYR,6.0,137242,19
0,48,48,Dave Kerr,0,106,2.099,Kerr,20,,0,8450009,0,,,19361937,R,,4,NYR,9.0,181800,19
0,44,44,Hugh Lehman,0,116,2.49016,Lehman,22,,0,8450013,0,,,19261927,L,,5,CHI,3.0,167700,19
0,47,47,Johnny Mowers,0,144,3.0,Mowers,25,,0,8450047,0,,,19411942,L,,5,DET,3.0,172800,19
0,66,66,Chuck Rayner,0,185,2.81725,Rayner,27,,6,8450096,0,,,19501951,L,,2,NYR,20.0,236400,19
1,44,44,John Ross Roach,0,87,1.8913,Roach,16,,0,8450103,1,,,19301931,L,,7,NYR,9.0,165600,19
0,30,30,John Ross Roach,0,84,2.8,Roach,11,,0,8450103,0,,,19241925,L,,1,TSP,0.0,108000,19
0,48,48,Earl Robertson,0,111,2.22,Robertson,18,,0,8450105,0,,,19371938,L,,6,NYA,11.0,180000,19
0,44,44,Tiny Thompson,0,108,2.39379,Thompson,18,,0,8450127,0,,,19381939,L,,4,"BOS,DET",7.0,162420,19
0,44,44,Roy Worters,0,76,1.67565,Worters,17,,0,8450153,0,,,19271928,L,,11,PIR,8.0,163279,19
0,37,35,Jacques Plante,0,70,1.96428,Plante,12,,2,8450066,0,0.94032,1103.0,19681969,L,1173.0,5,STL,6.0,128291,18
0,29,26,Josh Harding,0,46,1.655,Harding,7,3.0,0,8470216,0,0.93333,644.0,20132014,R,690.0,3,MIN,,100060,18
1,35,34,Johnny Bower,0,75,2.25543,Bower,10,,0,8449835,1,0.93003,997.0,19651966,L,1072.0,3,TOR,5.0,119711,18
2,35,33,Roberto Luongo,0,81,2.47206,Luongo,11,2.0,0,8466141,2,0.92913,1062.0,20172018,L,1143.0,3,FLA,,117958,18
0,36,33,Cristobal Huet,0,77,2.19687,Huet,11,4.0,0,8469658,0,0.92903,1008.0,20052006,L,1085.0,7,MTL,,126179,18
3,51,48,Steve Mason,0,108,2.2458,Mason,18,11.0,2,8473461,3,0.92751,1382.0,20142015,R,1490.0,3,PHI,,173123,18
1,32,29,Michal Neuvirth,0,69,2.26785,Neuvirth,8,4.0,2,8473607,1,0.924,839.0,20152016,L,908.0,3,PHI,,109531,18
0,32,27,Scott Darling,0,67,2.38069,Darling,5,5.0,0,8474152,0,0.9236,810.0,20162017,L,877.0,2,CHI,,101315,18
1,33,30,Ty Conklin,0,78,2.50864,Conklin,8,5.0,4,8469152,1,0.923,935.0,20072008,L,1013.0,2,PIT,,111933,18
2,31,25,Brian Elliott,0,53,1.95774,Elliott,6,2.0,0,8470880,2,0.92217,628.0,20132014,L,681.0,4,STL,,97459,18
0,41,35,Eddie Lack,0,95,2.4527,Lack,13,4.0,2,8475663,0,0.92089,1106.0,20142015,L,1201.0,2,VAN,,139438,18
0,34,34,Terry Sawchuk,0,81,2.38235,Sawchuk,10,,16,8450111,0,0.92019,934.0,19561957,L,1015.0,2,BOS,6.0,122400,18
0,43,39,James Reimer,0,98,2.52948,Reimer,16,5.0,2,8473503,0,0.9198,1124.0,20162017,L,1222.0,3,FLA,,139475,18
2,31,29,Jaroslav Halak,0,73,2.38904,Halak,6,6.0,0,8470860,2,0.91933,832.0,20192020,L,905.0,3,BOS,,110002,18
1,36,36,Jaroslav Halak,0,80,2.29535,Halak,13,4.0,0,8470860,1,0.91869,904.0,20152016,L,984.0,3,NYI,,125471,18
2,32,32,Jacques Plante,0,67,2.18751,Plante,9,,0,8450066,2,0.91799,750.0,19691970,L,817.0,5,STL,5.0,110262,18
0,38,34,Mikko Koskinen,0,97,2.7498,Koskinen,13,3.0,0,8475156,0,0.91744,1078.0,20192020,L,1175.0,1,EDM,,126991,18
0,37,33,Philipp Grubauer,0,89,2.6426,Grubauer,9,5.0,0,8475831,0,0.9169,982.0,20182019,L,1071.0,3,COL,,121244,18
0,34,29,Brian Boucher,0,76,2.41965,Boucher,10,4.0,0,8462052,0,0.91574,826.0,20102011,L,902.0,0,PHI,,113074,18
0,36,36,Philipp Grubauer,0,90,2.62505,Grubauer,12,4.0,0,8475831,0,0.91565,977.0,20192020,L,1067.0,2,COL,,123426,18
1,35,33,Jeff Hackett,0,80,2.39946,Hackett,11,,8,8447449,1,0.91561,868.0,19951996,L,948.0,4,CHI,4.0,120027,18
3,47,45,Cam Ward,0,119,2.69317,Ward,23,5.0,0,8470320,3,0.91554,1290.0,20092010,L,1409.0,0,CAR,,159069,18
0,30,30,Charlie Hodge,0,74,2.46941,Hodge,8,,0,8449995,0,0.91552,802.0,19601961,L,876.0,4,MTL,4.0,107880,18
1,54,52,Doug Favell,0,140,2.81432,Favell,25,,32,8446794,1,0.9154,1515.0,19711972,L,1655.0,5,PHI,9.0,179084,18
0,40,34,Roy Edwards,0,89,2.54534,Edwards,11,,0,8449915,0,0.91475,955.0,19681969,R,1044.0,4,DET,6.0,125877,18
0,39,37,Joonas Korpisalo,0,104,2.87299,Korpisalo,14,4.0,0,8476914,0,0.91459,1103.0,20222023,L,1206.0,1,"CBJ,LAK",,130317,18
0,34,33,Jaroslav Halak,0,92,2.85891,Halak,14,1.0,0,8470860,0,0.91457,985.0,20082009,L,1077.0,1,MTL,,115848,18
0,42,41,Stephane Fiset,0,104,2.59711,Fiset,21,,2,8446831,0,0.91454,1113.0,19981999,L,1217.0,3,LAK,1.0,144160,18
0,70,70,Eddie Johnston,0,211,3.01456,Johnston,40,,2,8450005,0,0.91401,2243.0,19631964,L,2454.0,6,BOS,12.0,251977,18
1,54,54,Ryan Miller,0,150,2.80212,Miller,29,6.0,22,8468011,1,0.91364,1587.0,20162017,L,1737.0,3,VAN,,192711,18
0,28,28,Jim Carey,0,57,2.13263,Carey,6,,0,8458968,0,0.91284,597.0,19941995,L,654.0,4,WSH,3.0,96219,18
0,29,28,John Grahame,0,58,2.06134,Grahame,9,,4,8460715,0,0.91265,606.0,20032004,L,664.0,1,TBL,1.0,101293,18
0,49,48,Glenn Hall,0,118,2.48261,Hall,21,,0,8449988,0,0.91194,1222.0,19671968,L,1340.0,5,STL,9.0,171110,18
1,27,26,Jonathan Quick,0,69,2.61572,Quick,6,2.0,8,8471734,1,0.9105,702.0,20232024,L,771.0,2,NYR,,94964,18
0,36,36,Chad Johnson,0,87,2.59288,Johnson,15,1.0,0,8473434,0,0.91021,882.0,20162017,L,969.0,3,CGY,,120792,18
2,36,33,Darcy Wakaluk,0,88,2.64046,Wakaluk,9,,34,8452248,2,0.91002,890.0,19931994,L,978.0,3,DAL,6.0,119979,18
1,42,41,Jordan Binnington,0,108,2.64741,Binnington,14,8.0,2,8476412,1,0.91,1092.0,20202021,L,1200.0,0,STL,,146860,18
0,39,37,Ben Bishop,0,94,2.53754,Bishop,15,5.0,10,8471750,0,0.90961,946.0,20162017,L,1040.0,1,"TBL,LAK",,133357,18
0,38,34,Marc-Andre Fleury,0,107,3.02082,Fleury,10,7.0,6,8470594,0,0.90939,1074.0,20162017,L,1181.0,1,PIT,,127515,18
1,48,46,Tim Thomas,0,128,2.88452,Thomas,24,4.0,4,8460703,1,0.90791,1262.0,20132014,L,1390.0,0,"FLA,DAL",,159749,18
1,50,48,Carter Hutton,0,142,3.0004,Hutton,25,5.0,2,8475622,1,0.90785,1399.0,20182019,L,1541.0,0,BUF,,170377,18
0,56,53,Petr Mrazek,0,160,3.04504,Mrazek,31,4.0,14,8475852,0,0.90777,1565.0,20232024,L,1724.0,1,CHI,,189160,18
1,42,38,Jamie Storr,0,93,2.52998,Storr,15,,4,8460497,1,0.90773,915.0,19992000,L,1008.0,1,LAK,5.0,132333,18
3,52,52,Henrik Lundqvist,0,158,3.06907,Lundqvist,23,10.0,0,8468685,3,0.907,1541.0,20182019,L,1699.0,0,NYR,,185333,18
1,45,44,Dunc Wilson,0,129,2.95194,Wilson,19,,21,8450148,1,0.90604,1244.0,19761977,L,1373.0,5,PIT,7.0,157320,18
0,41,39,Billy Smith,0,112,2.87457,Smith,14,,42,8451525,0,0.90596,1079.0,19821983,L,1191.0,1,NYI,7.0,140264,18
0,49,48,Roman Cechmanek,0,113,2.51015,Cechmanek,21,,2,8468651,0,0.90567,1085.0,20032004,L,1198.0,5,LAK,6.0,162062,18
0,41,38,Brian Boucher,0,92,2.40571,Boucher,16,,4,8462052,0,0.90534,880.0,20012002,L,972.0,2,PHI,4.0,137672,18
0,42,40,Andy Moog,0,97,2.4901,Moog,17,,4,8449681,0,0.90527,927.0,19971998,L,1024.0,3,MTL,5.0,140235,18
0,64,64,Cesare Maniago,0,198,3.29262,Maniago,34,,12,8450020,0,0.9048,1882.0,19681969,L,2080.0,1,MNS,10.0,216484,18
1,40,40,Kirk McLean,0,109,2.75484,McLean,12,,4,8449474,1,0.90438,1031.0,19941995,L,1140.0,1,VAN,10.0,142440,18
1,56,56,John Gibson,0,172,3.18953,Gibson,26,11.0,12,8476434,1,0.90385,1617.0,20212022,L,1789.0,1,ANA,,194135,18
0,50,44,Jhonas Enroth,0,145,3.07029,Enroth,26,2.0,0,8473523,0,0.90359,1359.0,20142015,L,1504.0,2,"BUF,DAL",,170016,18
0,35,34,Martin Biron,0,101,3.02725,Biron,12,3.0,25,8462047,0,0.90307,941.0,20062007,L,1042.0,0,"BUF,PHI",,120109,18
0,37,36,Jonathan Quick,0,87,2.44645,Quick,13,4.0,2,8471734,0,0.90213,802.0,20122013,L,889.0,1,LAK,,128022,18
0,38,33,Alex Nedeljkovic,0,102,2.9702,Nedeljkovic,7,7.0,0,8477968,0,0.90182,937.0,20232024,L,1039.0,1,PIT,,123628,18
0,37,37,Jordan Binnington,0,112,3.13294,Binnington,14,4.0,14,8476412,0,0.90132,1023.0,20212022,L,1135.0,2,STL,,128697,18
0,50,44,Petr Mrazek,0,145,3.0446,Mrazek,21,9.0,2,8475852,0,0.90082,1317.0,20162017,L,1462.0,1,DET,,171451,18
0,50,49,Karel Vejmelka,0,168,3.42759,Vejmelka,24,6.0,2,8478872,0,0.9,1503.0,20222023,R,1670.0,3,ARI,,176450,18
1,55,50,Jon Casey,0,151,3.06019,Casey,17,,10,8446011,1,0.89973,1355.0,19881989,L,1506.0,1,MNS,12.0,177636,18
3,60,58,John Vanbiesbrouck,0,165,2.86871,Vanbiesbrouck,29,,6,8452157,3,0.89926,1473.0,19971998,L,1638.0,4,FLA,11.0,207061,18
1,43,40,Roberto Luongo,0,122,3.11936,Luongo,16,5.0,0,8466141,1,0.89875,1083.0,20182019,L,1205.0,1,FLA,,140798,18
1,51,45,Chris Mason,0,130,2.8975,Mason,22,6.0,0,8462152,1,0.89827,1148.0,20072008,L,1278.0,4,NSH,,161518,18
1,49,46,Tommy Salo,0,119,2.55846,Salo,21,,2,8459541,1,0.89741,1041.0,20032004,L,1160.0,3,"EDM,COL",7.0,167444,18
0,45,42,Wayne Stephenson,0,128,3.03543,Stephenson,15,,0,8451695,0,0.89735,1119.0,19721973,L,1247.0,1,STL,7.0,151807,18
2,36,35,Pekka Rinne,1,105,3.16938,Rinne,14,4.0,0,8471469,3,0.89541,899.0,20192020,L,1004.0,3,NSH,,119266,18
1,44,44,Don Beaupre,0,138,3.20955,Beaupre,14,,20,8445381,1,0.89457,1171.0,19801981,L,1309.0,0,MNS,11.0,154788,18
2,53,53,Glenn Healy,0,166,3.32071,Healy,24,,14,8447709,2,0.89338,1391.0,19901991,L,1557.0,0,NYI,9.0,179961,18
0,55,50,Curtis Joseph,0,159,3.18711,Joseph,31,2.0,10,8448382,0,0.89264,1322.0,20062007,L,1481.0,4,PHX,,179598,18
0,39,33,Bob Essensa,0,92,2.68126,Essensa,12,,4,8446719,0,0.89227,762.0,20002001,L,854.0,1,VAN,3.0,123524,18
4,43,40,Al Smith,0,134,3.22244,Smith,20,,23,8451474,4,0.8921,1108.0,19711972,L,1242.0,4,DET,4.0,149700,18
2,36,33,Bob Essensa,0,107,3.15481,Essensa,9,,0,8446719,2,0.89126,877.0,19891990,L,984.0,1,WIN,5.0,122099,18
3,31,30,Kay Whitmore,0,94,3.10373,Whitmore,8,,2,8452440,3,0.89044,764.0,19921993,L,858.0,1,VAN,4.0,109030,18
1,55,54,Philipp Grubauer,0,164,3.16254,Grubauer,31,5.0,0,8475831,1,0.88911,1315.0,20212022,L,1479.0,2,SEA,,186685,18
0,60,59,Denis DeJordy,0,214,3.81005,DeJordy,29,,0,8449866,0,0.88836,1703.0,19701971,L,1917.0,1,LAK,11.0,202202,18
4,50,44,Kelly Hrudey,0,175,3.86285,Hrudey,21,,10,8448020,4,0.88724,1377.0,19921993,L,1552.0,2,LAK,6.0,163092,18
0,31,30,Daniel Berthiaume,0,93,3.17867,Berthiaume,7,,2,8445462,0,0.88504,716.0,19861987,L,809.0,1,WIN,3.0,105327,18
1,34,34,Gilles Gilbert,0,97,2.8559,Gilbert,13,,10,8447170,1,0.88466,744.0,19761977,L,841.0,1,BOS,3.0,122273,18
2,54,52,Clint Malarchuk,0,175,3.40441,Malarchuk,26,,37,8449096,2,0.88418,1336.0,19861987,L,1511.0,1,QUE,9.0,185054,18
2,37,30,Stephane Fiset,0,110,3.40349,Fiset,9,,2,8446831,2,0.88359,835.0,19921993,L,945.0,0,QUE,4.0,116351,18
1,50,44,John Vanbiesbrouck,0,161,3.64448,Vanbiesbrouck,20,,18,8452157,1,0.88196,1203.0,19861987,L,1364.0,0,NYR,5.0,159035,18
1,43,41,Jose Theodore,0,137,3.41041,Theodore,18,6.0,2,8460535,1,0.88169,1021.0,20052006,R,1158.0,0,"MTL,COL",,144616,18
6,46,46,Roland Melanson,0,168,3.69625,Melanson,21,,22,8449547,6,0.88143,1249.0,19861987,L,1417.0,1,LAK,6.0,163625,18
3,44,43,Greg Millen,0,157,3.65026,Millen,18,,14,8449627,3,0.88115,1164.0,19791980,R,1321.0,2,PIT,7.0,154838,18
2,36,30,Doug Keans,0,108,3.33596,Keans,8,,24,8448410,2,0.88105,800.0,19861987,L,908.0,0,BOS,4.0,116548,18
1,56,53,Wayne Stephenson,0,187,3.57598,Stephenson,24,,20,8451695,1,0.87966,1367.0,19791980,L,1554.0,0,WSH,10.0,188256,18
0,43,33,Jacques Cloutier,0,112,3.08502,Cloutier,15,,8,8446089,0,0.87944,817.0,19891990,L,929.0,2,CHI,2.0,130696,18
0,37,34,Billy Smith,0,133,3.8262,Smith,14,,25,8451525,0,0.87898,966.0,19841985,L,1099.0,0,NYI,3.0,125137,18
8,49,47,Mike Palmateer,0,172,3.85892,Palmateer,19,,17,8450132,8,0.87766,1234.0,19801981,R,1406.0,2,WSH,9.0,160459,18
1,41,40,Andy Moog,0,133,3.21521,Moog,14,,6,8449681,1,0.87673,946.0,19881989,L,1079.0,1,BOS,8.0,148917,18
0,41,40,Phil Myre,0,141,3.58062,Myre,7,,37,8449784,0,0.87488,986.0,19791980,L,1127.0,0,PHI,15.0,141763,18
0,36,33,Rick Wamsley,0,107,3.26136,Wamsley,8,,4,8452287,0,0.87456,746.0,19891990,L,853.0,2,CGY,6.0,118110,18
0,50,48,Mario Lessard,0,185,3.92918,Lessard,22,,6,8448805,0,0.86971,1235.0,19791980,L,1420.0,0,LAK,7.0,169501,18
3,47,43,Doug Soetaert,0,181,4.29039,Soetaert,15,,14,8451595,3,0.86865,1197.0,19831984,L,1378.0,0,WIN,7.0,151874,18
1,45,38,Alain Chevrier,0,148,3.77714,Chevrier,19,,8,8446052,1,0.86702,965.0,19871988,L,1113.0,1,NJD,3.0,141059,18
0,32,32,Kay Whitmore,0,113,3.52852,Whitmore,14,,6,8452440,0,0.86674,735.0,19931994,L,848.0,0,VAN,0.0,115289,18
0,54,54,Greg Millen,0,222,4.09061,Millen,29,,4,8449627,0,0.8575,1336.0,19841985,R,1558.0,1,"HFD,STL",7.0,195374,18
0,48,48,Alec Connell,0,108,2.13157,Connell,20,,0,8449856,0,,,19311932,R,,6,DFL,10.0,182400,18
0,47,47,Wilf Cude,0,126,2.52842,Cude,17,,0,8449861,0,,,19371938,L,,3,MTL,12.0,179400,18
0,48,48,Charlie Gardiner,0,92,1.84677,Gardiner,18,,0,8449966,0,,,19311932,R,,4,CHI,11.0,179340,18
0,48,48,George Hainsworth,0,115,2.31543,Hainsworth,25,,2,8449987,0,,,19321933,L,,8,MTL,5.0,178800,18
0,47,47,Dave Kerr,0,95,1.91275,Kerr,17,,0,8450009,0,,,19351936,R,,8,NYR,12.0,178800,18
0,53,53,Chuck Rayner,0,156,2.94339,Rayner,25,,4,8450096,0,,,19511952,L,,2,NYR,10.0,190800,18
0,43,43,John Ross Roach,0,88,1.98339,Roach,18,,0,8450103,0,,,19271928,L,,4,TOR,7.0,159726,18
0,48,48,Tiny Thompson,0,128,2.57804,Thompson,25,,0,8450127,0,,,19331934,L,,5,BOS,5.0,178740,18
0,35,35,Roy Worters,0,68,1.90209,Worters,16,,0,8450153,0,,,19251926,L,,7,PIR,1.0,128700,18
0,44,44,Roy Worters,0,74,1.60869,Worters,16,,0,8450153,0,,,19301931,L,,8,NYA,10.0,165600,18
0,32,26,Carter Hutton,0,56,2.08756,Hutton,7,3.0,2,8475622,0,0.93086,754.0,20172018,L,810.0,3,STL,,96572,17
1,30,30,Cory Schneider,0,61,2.11155,Schneider,9,4.0,0,8471239,1,0.92694,774.0,20122013,L,835.0,5,VAN,,103999,17
0,27,23,Chad Johnson,0,53,2.10482,Johnson,4,3.0,0,8473434,0,0.92514,655.0,20132014,L,708.0,2,BOS,,90649,17
0,58,56,Bernie Parent,0,151,2.69866,Parent,23,,8,8450178,0,0.92483,1858.0,19681969,L,2009.0,1,PHI,16.0,201433,17
0,40,37,James Reimer,0,88,2.30522,Reimer,14,7.0,0,8473503,0,0.92198,1040.0,20152016,L,1128.0,3,"TOR,SJS",,137427,17
0,21,19,Ray Emery,0,36,1.93548,Emery,1,0.0,0,8469548,0,0.92173,424.0,20122013,L,460.0,3,CHI,,66960,17
0,22,22,Jack Campbell,0,46,2.14886,Campbell,3,2.0,0,8475789,0,0.92136,539.0,20202021,L,585.0,2,TOR,,77064,17
0,27,23,Johan Hedberg,0,59,2.22478,Hedberg,7,2.0,2,8460704,0,0.91782,659.0,20112012,L,718.0,4,NJD,,95470,17
0,58,58,Al Rollins,0,171,2.94954,Rollins,30,,10,8450108,0,0.91719,1894.0,19551956,L,2065.0,3,CHI,11.0,208710,17
1,51,51,Ryan Miller,0,137,2.70085,Miller,24,9.0,2,8468011,1,0.91615,1497.0,20152016,L,1634.0,1,VAN,,182609,17
2,48,45,Kari Lehtonen,0,131,2.90383,Lehtonen,22,5.0,4,8470140,2,0.91602,1429.0,20072008,L,1560.0,4,ATL,,162406,17
0,40,39,Ryan Miller,0,108,2.81465,Miller,17,5.0,2,8468011,0,0.91496,1162.0,20122013,L,1270.0,0,BUF,,138134,17
0,31,27,Juuse Saros,0,74,2.61759,Saros,10,2.0,0,8477424,0,0.91494,796.0,20182019,L,870.0,3,NSH,,101773,17
